tipo_curva;plazo;tasa;date
CCPSS;90;7.25569;21/04/2023
CCPSS;3600;7.51770;21/04/2023
CCPSS;90;7.23606;24/04/2023
CCPSS;3600;7.48960;24/04/2023
CCPSS;90;7.21455;25/04/2023
CCPSS;3600;7.48713;25/04/2023
CCPSS;90;7.23684;26/04/2023
CCPSS;3600;7.51372;26/04/2023
CCPSS;90;7.22285;27/04/2023
CCPSS;3600;7.54159;27/04/2023
CCPSS;90;7.22471;28/04/2023
CCPSS;3600;7.51729;28/04/2023
CCPSS;90;7.22471;1/05/2023
CCPSS;3600;7.51729;1/05/2023
CCPSS;90;7.22635;2/05/2023
CCPSS;3600;7.53550;2/05/2023
CCPSS;90;7.22560;3/05/2023
CCPSS;3600;7.46495;3/05/2023
CCPSS;90;7.22591;4/05/2023
CCPSS;3600;7.45660;4/05/2023
CCPSS;90;7.22691;5/05/2023
CCPSS;3600;7.39553;5/05/2023
CCPSS;90;7.21997;8/05/2023
CCPSS;3600;7.32235;8/05/2023
CCPSS;90;7.18564;9/05/2023
CCPSS;3600;7.25672;9/05/2023
CCPSS;90;7.09705;10/05/2023
CCPSS;3600;7.25197;10/05/2023
CCPSS;90;7.08397;11/05/2023
CCPSS;3600;7.27385;11/05/2023
CCPSS;90;7.02964;12/05/2023
CCPSS;3600;7.24576;12/05/2023
CCPSS;90;7.01692;15/05/2023
CCPSS;3600;7.22257;15/05/2023
CCPSS;90;6.91716;16/05/2023
CCPSS;3600;7.25831;16/05/2023
CCPSS;90;6.83352;17/05/2023
CCPSS;3600;7.29451;17/05/2023
CCPSS;90;6.84941;18/05/2023
CCPSS;3600;7.35711;18/05/2023
CCPSS;90;6.86494;19/05/2023
CCPSS;3600;7.38703;19/05/2023
CCPSS;90;6.88439;22/05/2023
CCPSS;3600;7.44137;22/05/2023
CCPSS;90;6.86486;23/05/2023
CCPSS;3600;7.42093;23/05/2023
CCPSS;90;6.86020;24/05/2023
CCPSS;3600;7.35451;24/05/2023
CCPSS;90;6.86656;25/05/2023
CCPSS;3600;7.32215;25/05/2023
CCPSS;90;6.82114;26/05/2023
CCPSS;3600;7.28256;26/05/2023
CCPSS;90;6.82344;29/05/2023
CCPSS;3600;7.23530;29/05/2023
CCPSS;90;6.94419;30/05/2023
CCPSS;3600;7.16500;30/05/2023
CCPSS;90;6.56475;31/05/2023
CCPSS;3600;7.04974;31/05/2023
CCPSS;90;6.57631;1/06/2023
CCPSS;3600;7.04174;1/06/2023
CCPSS;90;6.51973;2/06/2023
CCPSS;3600;7.15271;2/06/2023
CCPSS;90;6.54609;5/06/2023
CCPSS;3600;7.26849;5/06/2023
CCPSS;90;6.54399;6/06/2023
CCPSS;3600;7.23810;6/06/2023
CCPSS;90;6.55410;7/06/2023
CCPSS;3600;7.28195;7/06/2023
CCPSS;90;6.54056;8/06/2023
CCPSS;3600;7.22324;8/06/2023
CCPSS;90;6.52748;9/06/2023
CCPSS;3600;7.17852;9/06/2023
CCPSS;90;6.51753;12/06/2023
CCPSS;3600;7.11278;12/06/2023
CCPSS;90;6.47590;13/06/2023
CCPSS;3600;7.08866;13/06/2023
CCPSS;90;6.54934;14/06/2023
CCPSS;3600;7.05745;14/06/2023
CCPSS;90;6.56224;15/06/2023
CCPSS;3600;7.05629;15/06/2023
CCPSS;90;6.61023;16/06/2023
CCPSS;3600;7.05365;16/06/2023
CCPSS;90;6.59708;19/06/2023
CCPSS;3600;7.02085;19/06/2023
CCPSS;90;6.52401;20/06/2023
CCPSS;3600;6.97958;20/06/2023
CCPSS;90;6.54164;21/06/2023
CCPSS;3600;6.96083;21/06/2023
CCPSS;90;6.58213;22/06/2023
CCPSS;3600;6.97593;22/06/2023
CCPSS;90;6.58464;23/06/2023
CCPSS;3600;6.95263;23/06/2023
CCPSS;90;6.57825;26/06/2023
CCPSS;3600;6.94424;26/06/2023
CCPSS;90;6.58005;27/06/2023
CCPSS;3600;6.91317;27/06/2023
CCPSS;90;6.58305;28/06/2023
CCPSS;3600;6.89098;28/06/2023
CCPSS;90;6.58305;29/06/2023
CCPSS;3600;6.89098;29/06/2023
CCPSS;90;6.69518;30/06/2023
CCPSS;3600;6.87226;30/06/2023
CCPSS;90;6.67794;3/07/2023
CCPSS;3600;6.73771;3/07/2023
CCPSS;90;6.73271;4/07/2023
CCPSS;3600;6.64546;4/07/2023
CCPSS;90;6.72979;5/07/2023
CCPSS;3600;6.66603;5/07/2023
CCPSS;90;6.74869;6/07/2023
CCPSS;3600;6.72424;6/07/2023
CCPSS;90;6.68867;7/07/2023
CCPSS;3600;6.70985;7/07/2023
CCPSS;90;6.52582;10/07/2023
CCPSS;3600;6.77085;10/07/2023
CCPSS;90;6.57449;11/07/2023
CCPSS;3600;6.84435;11/07/2023
CCPSS;90;6.56927;12/07/2023
CCPSS;3600;6.77948;12/07/2023
CCPSS;90;6.49652;13/07/2023
CCPSS;3600;6.74481;13/07/2023
CCPSS;90;6.53556;14/07/2023
CCPSS;3600;6.76678;14/07/2023
CCPSS;90;6.53881;17/07/2023
CCPSS;3600;6.80161;17/07/2023
CCPSS;90;6.54317;18/07/2023
CCPSS;3600;6.82115;18/07/2023
CCPSS;90;6.54483;19/07/2023
CCPSS;3600;6.83022;19/07/2023
CCPSS;90;6.51323;20/07/2023
CCPSS;3600;6.81145;20/07/2023
CCPSS;90;6.54875;21/07/2023
CCPSS;3600;6.84183;21/07/2023
CCPSS;90;6.54500;24/07/2023
CCPSS;3600;6.79243;24/07/2023
CCPSS;90;6.53553;25/07/2023
CCPSS;3600;6.82031;25/07/2023
CCPSS;90;6.53581;26/07/2023
CCPSS;3600;6.76056;26/07/2023
CCPSS;90;6.55199;27/07/2023
CCPSS;3600;6.77516;27/07/2023
CCPSS;90;6.55199;28/07/2023
CCPSS;3600;6.77516;28/07/2023
CCPSS;90;6.54108;31/07/2023
CCPSS;3600;6.68442;31/07/2023
CCPSS;90;6.32888;1/08/2023
CCPSS;3600;6.71902;1/08/2023
CCPSS;90;6.36462;2/08/2023
CCPSS;3600;6.78789;2/08/2023
CCPSS;90;6.35113;3/08/2023
CCPSS;3600;6.84014;3/08/2023
CCPSS;90;6.36772;4/08/2023
CCPSS;3600;6.81447;4/08/2023
CCPSS;90;6.46173;7/08/2023
CCPSS;3600;6.83373;7/08/2023
CCPSS;90;6.45385;8/08/2023
CCPSS;3600;6.78498;8/08/2023
CCPSS;90;6.47970;9/08/2023
CCPSS;3600;6.72362;9/08/2023
CCPSS;90;6.45139;10/08/2023
CCPSS;3600;6.69016;10/08/2023
CCPSS;90;6.48752;11/08/2023
CCPSS;3600;6.63859;11/08/2023
CCPSS;90;6.75973;14/08/2023
CCPSS;3600;6.70332;14/08/2023
CCPSS;90;6.90692;15/08/2023
CCPSS;3600;6.74914;15/08/2023
CCPSS;90;6.99073;16/08/2023
CCPSS;3600;6.77743;16/08/2023
CCPSS;90;7.02290;17/08/2023
CCPSS;3600;6.82591;17/08/2023
CCPSS;90;7.03501;18/08/2023
CCPSS;3600;6.88683;18/08/2023
CCPSS;90;7.03242;21/08/2023
CCPSS;3600;7.00387;21/08/2023
CCPSS;90;7.11787;22/08/2023
CCPSS;3600;7.00550;22/08/2023
CCPSS;90;7.12893;23/08/2023
CCPSS;3600;6.94731;23/08/2023
CCPSS;90;7.13435;24/08/2023
CCPSS;3600;6.92237;24/08/2023
CCPSS;90;7.14964;25/08/2023
CCPSS;3600;6.90168;25/08/2023
CCPSS;90;7.14728;28/08/2023
CCPSS;3600;6.87307;28/08/2023
CCPSS;90;6.72274;29/08/2023
CCPSS;3600;6.77244;29/08/2023
CCPSS;90;6.72274;30/08/2023
CCPSS;3600;6.77244;30/08/2023
CCPSS;90;6.73569;31/08/2023
CCPSS;3600;6.75144;31/08/2023
CCPSS;90;6.77506;1/09/2023
CCPSS;3600;6.79700;1/09/2023
CCPSS;90;6.78766;4/09/2023
CCPSS;3600;6.78777;4/09/2023
CCPSS;90;6.84841;5/09/2023
CCPSS;3600;6.82637;5/09/2023
CCPSS;90;6.86715;6/09/2023
CCPSS;3600;6.90961;6/09/2023
CCPSS;90;6.93687;7/09/2023
CCPSS;3600;6.90819;7/09/2023
CCPSS;90;6.88442;8/09/2023
CCPSS;3600;6.81733;8/09/2023
CCPSS;90;6.87871;11/09/2023
CCPSS;3600;6.79615;11/09/2023
CCPSS;90;6.86401;12/09/2023
CCPSS;3600;6.76082;12/09/2023
CCPSS;90;6.86476;13/09/2023
CCPSS;3600;6.78178;13/09/2023
CCPSS;90;6.85954;14/09/2023
CCPSS;3600;6.75391;14/09/2023
CCPSS;90;6.75436;15/09/2023
CCPSS;3600;6.72709;15/09/2023
CCPSS;90;6.72230;18/09/2023
CCPSS;3600;6.76778;18/09/2023
CCPSS;90;6.72041;19/09/2023
CCPSS;3600;6.80123;19/09/2023
CCPSS;90;6.73098;20/09/2023
CCPSS;3600;6.81181;20/09/2023
CCPSS;90;6.71712;21/09/2023
CCPSS;3600;6.87203;21/09/2023
CCPSS;90;6.71968;22/09/2023
CCPSS;3600;6.88003;22/09/2023
CCPSS;90;6.69422;25/09/2023
CCPSS;3600;7.07396;25/09/2023
CCPSS;90;6.75779;26/09/2023
CCPSS;3600;7.14101;26/09/2023
CCPSS;90;6.85541;27/09/2023
CCPSS;3600;7.21424;27/09/2023
CCPSS;90;6.96828;28/09/2023
CCPSS;3600;7.28146;28/09/2023
CCPSS;90;6.81567;29/09/2023
CCPSS;3600;7.23061;29/09/2023
CCPSS;90;6.88588;2/10/2023
CCPSS;3600;7.21470;2/10/2023
CCPSS;90;6.92536;3/10/2023
CCPSS;3600;7.35327;3/10/2023
CCPSS;90;6.95486;4/10/2023
CCPSS;3600;7.39031;4/10/2023
CCPSS;90;7.00608;5/10/2023
CCPSS;3600;7.45933;5/10/2023
CCPSS;90;6.92916;6/10/2023
CCPSS;3600;7.53729;6/10/2023
CCPSS;90;6.79972;9/10/2023
CCPSS;3600;7.57695;9/10/2023
CCPSS;90;6.65359;10/10/2023
CCPSS;3600;7.45212;10/10/2023
CCPSS;90;6.53975;11/10/2023
CCPSS;3600;7.48096;11/10/2023
CCPSS;90;6.55195;12/10/2023
CCPSS;3600;7.56868;12/10/2023
CCPSS;90;6.49759;13/10/2023
CCPSS;3600;7.59440;13/10/2023
CCPSS;90;6.49172;16/10/2023
CCPSS;3600;7.62498;16/10/2023
CCPSS;90;6.51956;17/10/2023
CCPSS;3600;7.60814;17/10/2023
CCPSS;90;6.53860;18/10/2023
CCPSS;3600;7.62476;18/10/2023
CCPSS;90;6.43691;19/10/2023
CCPSS;3600;7.64524;19/10/2023
CCPSS;90;6.42766;20/10/2023
CCPSS;3600;7.57898;20/10/2023
CCPSS;90;6.43000;23/10/2023
CCPSS;3600;7.56253;23/10/2023
CCPSS;90;6.41755;24/10/2023
CCPSS;3600;7.53790;24/10/2023
CCPSS;90;6.52780;25/10/2023
CCPSS;3600;7.55975;25/10/2023
CCPSS;90;6.51240;26/10/2023
CCPSS;3600;7.54387;26/10/2023
CCPSS;90;6.56444;27/10/2023
CCPSS;3600;7.55900;27/10/2023
CCPSS;90;6.58024;30/10/2023
CCPSS;3600;7.57165;30/10/2023
CCPSS;90;6.57546;31/10/2023
CCPSS;3600;7.56017;31/10/2023
CCPSS;90;6.57546;1/11/2023
CCPSS;3600;7.56017;1/11/2023
CCPSS;90;6.53439;2/11/2023
CCPSS;3600;7.31787;2/11/2023
CCPSS;90;6.33150;3/11/2023
CCPSS;3600;7.18733;3/11/2023
CCPSS;90;6.33013;6/11/2023
CCPSS;3600;7.21363;6/11/2023
CCPSS;90;6.34625;7/11/2023
CCPSS;3600;7.19200;7/11/2023
CCPSS;90;6.41060;8/11/2023
CCPSS;3600;7.13537;8/11/2023
CCPSS;90;6.40678;9/11/2023
CCPSS;3600;7.10524;9/11/2023
CCPSS;90;6.40305;10/11/2023
CCPSS;3600;7.09563;10/11/2023
CCPSS;90;6.43355;13/11/2023
CCPSS;3600;7.13060;13/11/2023
CCPSS;90;6.42529;14/11/2023
CCPSS;3600;7.03181;14/11/2023
CCPSS;90;6.44296;15/11/2023
CCPSS;3600;7.06767;15/11/2023
CCPSS;90;6.40858;16/11/2023
CCPSS;3600;7.05127;16/11/2023
CCPSS;90;6.41145;17/11/2023
CCPSS;3600;7.02888;17/11/2023
CCPSS;90;6.61718;20/11/2023
CCPSS;3600;6.99099;20/11/2023
CCPSS;90;6.59447;21/11/2023
CCPSS;3600;6.98738;21/11/2023
CCPSS;90;6.57849;22/11/2023
CCPSS;3600;7.00361;22/11/2023
CCPSS;90;6.58845;23/11/2023
CCPSS;3600;7.05073;23/11/2023
CCPSS;90;6.58266;24/11/2023
CCPSS;3600;7.10939;24/11/2023
CCPSS;90;6.56322;27/11/2023
CCPSS;3600;7.13893;27/11/2023
CCPSS;90;6.54245;28/11/2023
CCPSS;3600;7.22402;28/11/2023
CCPSS;90;6.53978;29/11/2023
CCPSS;3600;7.17261;29/11/2023
CCPSS;90;6.53845;30/11/2023
CCPSS;3600;7.12882;30/11/2023
CCPSS;90;6.52553;1/12/2023
CCPSS;3600;7.00887;1/12/2023
CCPSS;90;6.52616;4/12/2023
CCPSS;3600;7.00373;4/12/2023
CCPSS;90;6.50424;5/12/2023
CCPSS;3600;6.93863;5/12/2023
CCPSS;90;6.49113;6/12/2023
CCPSS;3600;6.87398;6/12/2023
CCPSS;90;6.47369;7/12/2023
CCPSS;3600;6.85319;7/12/2023
CCPSS;90;6.47369;8/12/2023
CCPSS;3600;6.85319;8/12/2023
CCPSS;90;6.43689;11/12/2023
CCPSS;3600;6.90159;11/12/2023
CCPSS;90;6.40348;12/12/2023
CCPSS;3600;6.93218;12/12/2023
CCPSS;90;6.34912;13/12/2023
CCPSS;3600;6.85606;13/12/2023
CCPSS;90;6.41433;14/12/2023
CCPSS;3600;6.67463;14/12/2023
CCPSS;90;6.33923;15/12/2023
CCPSS;3600;6.71415;15/12/2023
CCPSS;90;6.33020;18/12/2023
CCPSS;3600;6.72353;18/12/2023
CCPSS;90;6.17995;19/12/2023
CCPSS;3600;6.72692;19/12/2023
CCPSS;90;6.16189;20/12/2023
CCPSS;3600;6.73414;20/12/2023
CCPSS;90;6.15118;21/12/2023
CCPSS;3600;6.73921;21/12/2023
CCPSS;90;6.14378;22/12/2023
CCPSS;3600;6.73403;22/12/2023
CCPSS;90;6.15433;26/12/2023
CCPSS;3600;6.69639;26/12/2023
CCPSS;90;6.15290;27/12/2023
CCPSS;3600;6.66415;27/12/2023
CCPSS;90;6.16195;28/12/2023
CCPSS;3600;6.60640;28/12/2023
CCPSS;90;6.16457;29/12/2023
CCPSS;3600;6.62798;29/12/2023
CCPSS;90;6.16848;2/01/2024
CCPSS;3600;6.65262;2/01/2024
CCPSS;90;6.17605;3/01/2024
CCPSS;3600;6.70268;3/01/2024
CCPSS;90;6.13530;4/01/2024
CCPSS;3600;6.74539;4/01/2024
CCPSS;90;6.13647;5/01/2024
CCPSS;3600;6.73149;5/01/2024
CCPSS;90;6.11737;8/01/2024
CCPSS;3600;6.71228;8/01/2024
CCPSS;90;6.11967;9/01/2024
CCPSS;3600;6.68152;9/01/2024
CCPSS;90;6.11512;10/01/2024
CCPSS;3600;6.61723;10/01/2024
CCPSS;90;6.10439;11/01/2024
CCPSS;3600;6.58464;11/01/2024
CCPSS;90;6.07479;12/01/2024
CCPSS;3600;6.49386;12/01/2024
CCPSS;90;6.08827;15/01/2024
CCPSS;3600;6.53875;15/01/2024
CCPSS;90;6.11967;16/01/2024
CCPSS;3600;6.56372;16/01/2024
CCPSS;90;6.10110;17/01/2024
CCPSS;3600;6.60243;17/01/2024
CCPSS;90;5.98000;18/01/2024
CCPSS;3600;6.63214;18/01/2024
CCPSS;90;5.93762;19/01/2024
CCPSS;3600;6.58949;19/01/2024
CCPSS;90;5.95268;22/01/2024
CCPSS;3600;6.55072;22/01/2024
CCPSS;90;5.85213;23/01/2024
CCPSS;3600;6.51461;23/01/2024
CCPSS;90;5.83877;24/01/2024
CCPSS;3600;6.50633;24/01/2024
CCPSS;90;5.78462;25/01/2024
CCPSS;3600;6.54659;25/01/2024
CCPSS;90;5.77500;26/01/2024
CCPSS;3600;6.57501;26/01/2024
CCPSS;90;5.70022;29/01/2024
CCPSS;3600;6.62071;29/01/2024
CCPSS;90;5.72448;30/01/2024
CCPSS;3600;6.59231;30/01/2024
CCPSS;90;5.73131;31/01/2024
CCPSS;3600;6.54891;31/01/2024
CCPSS;90;5.72138;1/02/2024
CCPSS;3600;6.53431;1/02/2024
CCPSS;90;5.73923;2/02/2024
CCPSS;3600;6.59094;2/02/2024
CCPSS;90;5.73468;5/02/2024
CCPSS;3600;6.70339;5/02/2024
CCPSS;90;5.73498;6/02/2024
CCPSS;3600;6.67216;6/02/2024
CCPSS;90;5.72055;7/02/2024
CCPSS;3600;6.68216;7/02/2024
CCPSS;90;5.68913;8/02/2024
CCPSS;3600;6.68517;8/02/2024
CCPSS;90;5.67250;9/02/2024
CCPSS;3600;6.67979;9/02/2024
CCPSS;90;5.68721;12/02/2024
CCPSS;3600;6.71055;12/02/2024
CCPSS;90;5.69895;13/02/2024
CCPSS;3600;6.72982;13/02/2024
CCPSS;90;5.69957;14/02/2024
CCPSS;3600;6.69658;14/02/2024
CCPSS;90;5.70467;15/02/2024
CCPSS;3600;6.67547;15/02/2024
CCPSS;90;5.71209;16/02/2024
CCPSS;3600;6.66522;16/02/2024
CCPSS;90;5.71224;19/02/2024
CCPSS;3600;6.66995;19/02/2024
CCPSS;90;5.70821;20/02/2024
CCPSS;3600;6.67195;20/02/2024
CCPSS;90;5.71518;21/02/2024
CCPSS;3600;6.68521;21/02/2024
CCPSS;90;5.71772;22/02/2024
CCPSS;3600;6.71053;22/02/2024
CCPSS;90;5.70352;23/02/2024
CCPSS;3600;6.78143;23/02/2024
CCPSS;90;5.69680;26/02/2024
CCPSS;3600;6.85620;26/02/2024
CCPSS;90;5.68535;27/02/2024
CCPSS;3600;6.80577;27/02/2024
CCPSS;90;5.67785;28/02/2024
CCPSS;3600;6.80291;28/02/2024
CCPSS;90;5.67784;29/02/2024
CCPSS;3600;6.84494;29/02/2024
CCPSS;90;5.65948;1/03/2024
CCPSS;3600;6.88482;1/03/2024
CCPSS;90;5.66536;4/03/2024
CCPSS;3600;6.91817;4/03/2024
CCPSS;90;5.68471;5/03/2024
CCPSS;3600;6.91625;5/03/2024
CCPSS;90;5.55856;6/03/2024
CCPSS;3600;6.96624;6/03/2024
CCPSS;90;5.51626;7/03/2024
CCPSS;3600;6.98673;7/03/2024
CCPSS;90;5.54901;8/03/2024
CCPSS;3600;7.07116;8/03/2024
CCPSS;90;5.60706;11/03/2024
CCPSS;3600;7.11165;11/03/2024
CCPSS;90;5.61704;12/03/2024
CCPSS;3600;7.12220;12/03/2024
CCPSS;90;5.62452;13/03/2024
CCPSS;3600;7.06813;13/03/2024
CCPSS;90;5.60695;14/03/2024
CCPSS;3600;7.08216;14/03/2024
CCPSS;90;5.60369;15/03/2024
CCPSS;3600;7.03893;15/03/2024
CCPSS;90;5.70632;18/03/2024
CCPSS;3600;7.07996;18/03/2024
CCPSS;90;5.70668;19/03/2024
CCPSS;3600;7.10167;19/03/2024
CCPSS;90;5.71219;20/03/2024
CCPSS;3600;7.15135;20/03/2024
CCPSS;90;5.71026;21/03/2024
CCPSS;3600;7.11912;21/03/2024
CCPSS;90;5.71037;22/03/2024
CCPSS;3600;7.06992;22/03/2024
CCPSS;90;5.72326;25/03/2024
CCPSS;3600;7.11406;25/03/2024
CCPSS;90;5.74919;26/03/2024
CCPSS;3600;7.29945;26/03/2024
CCPSS;90;5.75709;27/03/2024
CCPSS;3600;7.34990;27/03/2024
CCPSS;90;5.75709;28/03/2024
CCPSS;3600;7.34990;28/03/2024
CCPSS;90;5.75709;29/03/2024
CCPSS;3600;7.34990;29/03/2024
CCPSS;90;5.79161;1/04/2024
CCPSS;3600;7.57527;1/04/2024
CCPSS;90;5.78391;2/04/2024
CCPSS;3600;7.58362;2/04/2024
CCPSS;90;5.77249;3/04/2024
CCPSS;3600;7.39501;3/04/2024
CCPSS;90;5.74952;4/04/2024
CCPSS;3600;7.16153;4/04/2024
CCPSS;90;5.76927;5/04/2024
CCPSS;3600;7.31880;5/04/2024
CCPSS;90;5.78288;8/04/2024
CCPSS;3600;7.36803;8/04/2024
CCPSS;90;5.78892;9/04/2024
CCPSS;3600;7.34712;9/04/2024
CCPSS;90;5.80329;10/04/2024
CCPSS;3600;7.45246;10/04/2024
CCPSS;90;5.82357;11/04/2024
CCPSS;3600;7.55593;11/04/2024
CCPSS;90;5.81918;12/04/2024
CCPSS;3600;7.43528;12/04/2024
CCPSS;90;5.79954;15/04/2024
CCPSS;3600;7.52206;15/04/2024
CCPSS;90;5.28432;16/04/2024
CCPSS;3600;7.61641;16/04/2024
CCPSS;90;5.29517;17/04/2024
CCPSS;3600;7.60974;17/04/2024
CCPSS;90;5.28957;18/04/2024
CCPSS;3600;7.70679;18/04/2024
CCPSS;90;5.28523;19/04/2024
CCPSS;3600;7.62721;19/04/2024
CCPSS;90;5.24930;22/04/2024
CCPSS;3600;7.55999;22/04/2024
CCPSS;90;5.23551;23/04/2024
CCPSS;3600;7.43751;23/04/2024
CCPSS;90;5.25147;24/04/2024
CCPSS;3600;7.45143;24/04/2024
CCPSS;90;5.27131;25/04/2024
CCPSS;3600;7.48281;25/04/2024
CCPSS;90;5.26653;26/04/2024
CCPSS;3600;7.44120;26/04/2024
CCPSS;90;5.26590;29/04/2024
CCPSS;3600;7.35276;29/04/2024
CCPSS;90;5.26631;30/04/2024
CCPSS;3600;7.37753;30/04/2024
CCPSS;90;5.26631;1/05/2024
CCPSS;3600;7.37753;1/05/2024
CCPSS;90;5.26356;2/05/2024
CCPSS;3600;7.29932;2/05/2024
CCPSS;90;5.25940;3/05/2024
CCPSS;3600;7.22503;3/05/2024
CCPSS;90;5.26321;6/05/2024
CCPSS;3600;7.24058;6/05/2024
CCPSS;90;5.26741;7/05/2024
CCPSS;3600;7.16545;7/05/2024
CCPSS;90;5.27261;8/05/2024
CCPSS;3600;7.21539;8/05/2024
CCPSS;90;5.28501;9/05/2024
CCPSS;3600;7.24514;9/05/2024
CCPSS;90;5.18409;10/05/2024
CCPSS;3600;7.20443;10/05/2024
CCPSS;90;5.40651;13/05/2024
CCPSS;3600;7.21962;13/05/2024
CCPSS;90;5.39913;14/05/2024
CCPSS;3600;7.15620;14/05/2024
CCPSS;90;5.38691;15/05/2024
CCPSS;3600;7.10774;15/05/2024
CCPSS;90;5.38339;16/05/2024
CCPSS;3600;7.12055;16/05/2024
CCPSS;90;5.37995;17/05/2024
CCPSS;3600;7.09639;17/05/2024
CCPSS;90;5.35957;20/05/2024
CCPSS;3600;7.11511;20/05/2024
CCPSS;90;5.33979;21/05/2024
CCPSS;3600;7.09553;21/05/2024
CCPSS;90;5.36108;22/05/2024
CCPSS;3600;7.11768;22/05/2024
CCPSS;90;5.36761;23/05/2024
CCPSS;3600;7.12875;23/05/2024
CCPSS;90;5.36621;24/05/2024
CCPSS;3600;7.10870;24/05/2024
CCPSS;90;5.35980;27/05/2024
CCPSS;3600;7.05010;27/05/2024
CCPSS;90;5.35605;28/05/2024
CCPSS;3600;7.09756;28/05/2024
CCPSS;90;5.36661;29/05/2024
CCPSS;3600;7.17338;29/05/2024
CCPSS;90;5.37274;30/05/2024
CCPSS;3600;7.14722;30/05/2024
CCPSS;90;5.36816;31/05/2024
CCPSS;3600;7.11266;31/05/2024
CCPSS;90;5.36254;3/06/2024
CCPSS;3600;7.05689;3/06/2024
CCPSS;90;5.36112;4/06/2024
CCPSS;3600;7.03351;4/06/2024
CCPSS;90;5.36255;5/06/2024
CCPSS;3600;7.04929;5/06/2024
CCPSS;90;5.37132;6/06/2024
CCPSS;3600;7.05348;6/06/2024
CCPSS;90;5.37132;7/06/2024
CCPSS;3600;7.05348;7/06/2024
CCPSS;90;5.37613;10/06/2024
CCPSS;3600;7.10196;10/06/2024
CCPSS;90;5.38695;11/06/2024
CCPSS;3600;7.11815;11/06/2024
CCPSS;90;5.38073;12/06/2024
CCPSS;3600;7.05938;12/06/2024
CCPSS;90;5.38198;13/06/2024
CCPSS;3600;7.07628;13/06/2024
CCPSS;90;5.36704;14/06/2024
CCPSS;3600;7.07846;14/06/2024
CCPSS;90;5.37468;17/06/2024
CCPSS;3600;7.11056;17/06/2024
CCPSS;90;5.34032;18/06/2024
CCPSS;3600;7.16670;18/06/2024
CCPSS;90;5.33819;19/06/2024
CCPSS;3600;7.20884;19/06/2024
CCPSS;90;5.33541;20/06/2024
CCPSS;3600;7.21497;20/06/2024
CCPSS;90;5.32040;21/06/2024
CCPSS;3600;7.21381;21/06/2024
CCPSS;90;5.31452;24/06/2024
CCPSS;3600;7.21115;24/06/2024
CCPSS;90;5.30396;25/06/2024
CCPSS;3600;7.21977;25/06/2024
CCPSS;90;5.30192;26/06/2024
CCPSS;3600;7.25317;26/06/2024
CCPSS;90;5.29471;27/06/2024
CCPSS;3600;7.15143;27/06/2024
CCPSS;90;5.29651;28/06/2024
CCPSS;3600;7.13203;28/06/2024
CCPSS;90;5.30045;1/07/2024
CCPSS;3600;7.16947;1/07/2024
CCPSS;90;5.29468;2/07/2024
CCPSS;3600;7.15227;2/07/2024
CCPSS;90;5.11916;3/07/2024
CCPSS;3600;7.18203;3/07/2024
CCPSS;90;5.28527;4/07/2024
CCPSS;3600;7.14961;4/07/2024
CCPSS;90;5.27316;5/07/2024
CCPSS;3600;7.13116;5/07/2024
CCPSS;90;5.27874;8/07/2024
CCPSS;3600;7.13684;8/07/2024
CCPSS;90;5.26691;9/07/2024
CCPSS;3600;7.13716;9/07/2024
CCPSS;90;5.26248;10/07/2024
CCPSS;3600;7.10903;10/07/2024
CCPSS;90;5.24368;11/07/2024
CCPSS;3600;6.95213;11/07/2024
CCPSS;90;5.23456;12/07/2024
CCPSS;3600;6.89835;12/07/2024
CCPSS;90;5.23487;15/07/2024
CCPSS;3600;6.95901;15/07/2024
CCPSS;90;5.23971;16/07/2024
CCPSS;3600;6.96393;16/07/2024
CCPSS;90;5.23695;17/07/2024
CCPSS;3600;6.94166;17/07/2024
CCPSS;90;5.23800;18/07/2024
CCPSS;3600;6.98997;18/07/2024
CCPSS;90;5.24671;19/07/2024
CCPSS;3600;7.05588;19/07/2024
CCPSS;90;5.25464;22/07/2024
CCPSS;3600;7.03751;22/07/2024
CCPSS;90;5.25464;23/07/2024
CCPSS;3600;7.03751;23/07/2024
CCPSS;90;5.24471;24/07/2024
CCPSS;3600;6.97806;24/07/2024
CCPSS;90;5.23796;25/07/2024
CCPSS;3600;6.96532;25/07/2024
CCPSS;90;5.23497;26/07/2024
CCPSS;3600;6.93754;26/07/2024
CCPSS;90;5.23497;29/07/2024
CCPSS;3600;6.93754;29/07/2024
CCPSS;90;5.23438;30/07/2024
CCPSS;3600;6.95214;30/07/2024
CCPSS;90;5.22907;31/07/2024
CCPSS;3600;6.94285;31/07/2024
CCPSS;90;5.23087;1/08/2024
CCPSS;3600;6.89686;1/08/2024
CCPSS;90;5.22018;2/08/2024
CCPSS;3600;6.79058;2/08/2024
CCPSS;90;5.22348;5/08/2024
CCPSS;3600;6.81397;5/08/2024
CCPSS;90;5.22348;6/08/2024
CCPSS;3600;6.81397;6/08/2024
CCPSS;90;5.22148;7/08/2024
CCPSS;3600;6.79463;7/08/2024
CCPSS;90;5.16224;8/08/2024
CCPSS;3600;6.75741;8/08/2024
CCPSS;90;5.10071;9/08/2024
CCPSS;3600;6.65718;9/08/2024
CCPSS;90;5.21805;12/08/2024
CCPSS;3600;6.65923;12/08/2024
CCPSS;90;5.20495;13/08/2024
CCPSS;3600;6.62734;13/08/2024
