Fecha,Close,diff,shock
2025-09-30,0.05780867800330165,0.20308891706803833,0.011740301812825461
2025-10-31,0.06954897981612712,0.168806240492159,0.011740301812825461
2025-11-30,0.08128928162895258,0.14442619712663254,0.011740301812825461
2025-12-31,0.09302958344177803,0.1261996601347038,0.011740301812825461
2026-01-31,0.10476988525460348,0.11205798101520396,0.011740301812825461
2026-02-28,0.11651018706742894,0.1007663115846762,0.011740301812825461
2026-03-31,0.1282504888802544,0.09154196537829343,0.011740301812825461
2026-04-30,0.13999079069307985,0.08386481535464184,0.011740301812825461
2026-05-31,0.1517310925059053,0.07737571527977054,0.011740301812825461
2026-06-30,0.16347139431873076,0.07181869257158613,0.011740301812825461
2026-07-31,0.1752116961315562,0.06700638183429461,0.011740301812825461
2026-08-31,0.18695199794438166,0.06279848272238418,0.011740301812825461
2026-09-30,0.19869229975720712,0.059087855076274044,0.011740301812825461
2026-10-31,0.21043260157003257,0.05579126867810095,0.011740301812825461
2026-11-30,0.22217290338285803,0.05284308587620181,0.011740301812825461
2026-12-31,0.23391320519568348,0.05019084665615152,0.011740301812825461
2027-01-31,0.24565350700850894,0.04779211970468142,0.011740301812825461
2027-02-28,0.2573938088213344,0.045612215253300004,0.011740301812825461
2027-03-31,0.2691341106341599,0.04362249655074136,0.011740301812825461
2027-04-30,0.28087441244698536,0.04179911480915496,0.011740301812825461
2027-05-31,0.29261471425981084,0.040122048689599864,0.011740301812825461
2027-06-30,0.3043550160726363,0.038574366094967144,0.011740301812825461
2027-07-31,0.3160953178854618,0.03714165047227817,0.011740301812825461
2027-08-31,0.3278356196982873,0.035811550385007836,0.011740301812825461
2027-09-30,0.33957592151111277,0.03457342252236596,0.011740301812825461
2027-10-31,0.35131622332393825,0.03341804628817297,0.011740301812825461
2027-11-30,0.36305652513676373,0.032337393766446974,0.011740301812825461
2027-12-31,0.3747968269495892,0.03132444292118986,0.011740301812825461
2028-01-31,0.3865371287624147,0.030373024838298693,0.011740301812825461
2028-02-29,0.3982774305752402,0.029477697985217807,0.011740301812825461
2028-03-31,0.41001773238806566,0.028633644073017182,0.011740301812825461
2028-04-30,0.42175803420089114,0.027836581311533142,0.011740301812825461
2028-05-31,0.4334983360137166,0.027082691760214737,0.011740301812825461
2028-06-30,0.4452386378265421,0.026368560172891638,0.011740301812825461
2028-07-31,0.4569789396393676,0.025691122269421284,0.011740301812825461
2028-08-31,0.46871924145219307,0.025047620781369035,0.011740301812825461
2028-09-30,0.48045954326501855,0.02443556794198092,0.011740301812825461
2028-10-31,0.49219984507784403,0.023852713344451968,0.011740301812825461
2028-11-30,0.5039401468906695,0.023297016293033112,0.011740301812825461
2028-12-31,0.5156804487034949,0.022766621930970087,0.011740301812825461
2029-01-31,0.5274207505163204,0.022259840556770417,0.011740301812825461
2029-02-28,0.5391610523291459,0.02177512964281828,0.011740301812825461
2029-03-31,0.5509013541419714,0.02131107815320403,0.011740301812825461
2029-04-30,0.5626416559547969,0.020866392824936353,0.011740301812825461
2029-05-31,0.5743819577676224,0.020439886131617065,0.011740301812825461
2029-06-30,0.5861222595804478,0.020030465693675083,0.011740301812825461
2029-07-31,0.5978625613932733,0.019637124936315798,0.011740301812825461
2029-08-31,0.6096028632060988,0.019258934826978068,0.011740301812825461
2029-09-30,0.6213431650189243,0.01889503654951754,0.011740301812825461
2029-10-31,0.6330834668317498,0.018544634993517564,0.011740301812825461
2029-11-30,0.6448237686445752,0.0182069929548405,0.011740301812825461
2029-12-31,0.6565640704574007,0.017881425958393527,0.011740301812825461
2030-01-31,0.6683043722702262,0.017567297626594515,0.011740301812825461
2030-02-28,0.6800446740830517,0.017264015527591173,0.011740301812825461
2030-03-31,0.6917849758958772,0.016971027446240107,0.011740301812825461
2030-04-30,0.7035252777087027,0.01668781802846123,0.011740301812825461
2030-05-31,0.7152655795215281,0.016413905756067663,0.011740301812825461
2030-06-30,0.7270058813343536,0.016148840214713557,0.011740301812825461
2030-07-31,0.7387461831471791,0.015892199622351867,0.011740301812825461
2030-08-31,0.7504864849600046,0.01564358858967481,0.011740301812825461
2030-09-30,0.7622267867728301,0.015402636087525087,0.011740301812825461
2030-10-31,0.7739670885856555,0.015168993599301055,0.011740301812825461
2030-11-30,0.785707390398481,0.01494233343900615,0.011740301812825461
2030-12-31,0.7974476922113065,0.014722347217871882,0.011740301812825461
2031-01-31,0.809187994024132,0.014508744444465099,0.011740301812825461
2031-02-28,0.8209282958369575,0.014301251244916517,0.011740301812825461
2031-03-31,0.832668597649783,0.014099609191414956,0.011740301812825461
2031-04-30,0.8444088994626084,0.013903574228430261,0.011740301812825461
2031-05-31,0.8561492012754339,0.013712915687283904,0.011740301812825461
2031-06-30,0.8678895030882594,0.013527415380701477,0.011740301812825461
2031-07-31,0.8796298049010849,0.013346866769874503,0.011740301812825461
2031-08-31,0.8913701067139104,0.013171074197346389,0.011740301812825461
2031-09-30,0.9031104085267359,0.012999852179732596,0.011740301812825461
2031-10-31,0.9148507103395613,0.012833024754900045,0.011740301812825461
2031-11-30,0.9265910121523868,0.012670424878775618,0.011740301812825461
2031-12-31,0.9383313139652123,0.012511893867437042,0.011740301812825461
